시도,시군구,성별,연령구분, 2019년 ,,, 2020년 ,,, 2021년 ,,, 2022년 ,,, 2023년 ,,,,,
,,,,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,요양급여비용,입내원일수,환자수,,,
울산,울산동구,여,40~49세," 162,960,010 "," 3,424 ", 582 ," 191,034,090 "," 3,391 ", 554 ," 196,238,350 "," 3,229 ", 570 ," 220,314,260 "," 3,462 ", 621 ," 215,652,030 "," 3,346 ", 615 ,,,
울산,울산동구,여,50~59세," 368,964,700 "," 9,975 "," 1,630 "," 340,838,550 "," 9,235 "," 1,584 "," 407,470,020 "," 8,838 "," 1,552 "," 365,689,680 "," 8,335 "," 1,412 "," 443,918,950 "," 7,864 "," 1,405 ",,,
울산,울산동구,여,60~69세," 423,208,060 "," 12,123 "," 2,033 "," 428,159,020 "," 12,581 "," 2,191 "," 463,525,280 "," 13,268 "," 2,381 "," 725,442,160 "," 14,327 "," 2,452 "," 706,388,130 "," 14,150 "," 2,568 ",,,
울산,울산동구,여,70~79세," 287,895,140 "," 6,590 "," 1,147 "," 328,247,100 "," 7,324 "," 1,245 "," 351,458,420 "," 7,288 "," 1,308 "," 305,724,930 "," 7,564 "," 1,419 "," 421,572,830 "," 7,873 "," 1,576 ",,,
울산,울산동구,여,80~89세," 107,454,910 "," 2,361 ", 355 ," 142,535,040 "," 2,607 ", 406 ," 124,668,240 "," 2,445 ", 474 ," 163,744,150 "," 2,841 ", 535 ," 141,918,320 "," 2,913 ", 560 ,,,
울산,울산동구,여,90~99세," 1,224,660 ", 71 , 20 ," 12,785,130 ", 236 , 26 ," 19,830,200 ", 288 , 20 ," 4,238,230 ", 137 , 29 ," 3,406,430 ", 137 , 39 ,,,
울산,울산동구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산중구,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산중구,남,10~19세," 9,642,360 ", 150 , 34 ," 13,508,630 ", 150 , 30 ," 14,647,990 ", 185 , 42 ," 20,531,950 ", 288 , 55 ," 9,376,260 ", 186 , 46 ,,,
울산,울산중구,남,20~29세," 20,952,620 ", 450 , 98 ," 28,923,180 ", 427 , 103 ," 23,953,250 ", 457 , 113 ," 28,238,460 ", 567 , 134 ," 55,669,450 ", 528 , 123 ,,,
울산,울산중구,남,30~39세," 80,422,790 "," 1,817 ", 353 ," 101,090,640 "," 1,771 ", 359 ," 76,831,390 "," 1,587 ", 356 ," 169,951,160 "," 2,012 ", 373 ," 133,579,600 "," 1,805 ", 366 ,,,
울산,울산중구,남,40~49세," 249,723,670 "," 7,026 "," 1,243 "," 229,731,560 "," 6,584 "," 1,219 "," 235,931,060 "," 6,204 "," 1,205 "," 273,584,800 "," 6,254 "," 1,240 "," 280,827,440 "," 6,060 "," 1,194 ",,,
울산,울산중구,남,50~59세," 534,068,760 "," 15,609 "," 2,540 "," 463,663,240 "," 14,280 "," 2,533 "," 474,629,650 "," 13,661 "," 2,517 "," 498,097,840 "," 13,824 "," 2,589 "," 616,899,200 "," 13,760 "," 2,526 ",,,
울산,울산중구,남,60~69세," 606,038,270 "," 19,062 "," 2,911 "," 568,331,190 "," 18,194 "," 2,969 "," 628,442,830 "," 19,190 "," 3,219 "," 762,211,890 "," 20,350 "," 3,473 "," 892,909,660 "," 20,446 "," 3,480 ",,,
울산,울산중구,남,70~79세," 419,823,980 "," 11,506 "," 1,420 "," 375,825,400 "," 10,892 "," 1,420 "," 297,882,700 "," 10,256 "," 1,529 "," 386,532,750 "," 11,371 "," 1,715 "," 398,064,170 "," 11,831 "," 1,822 ",,,
울산,울산중구,남,80~89세," 119,164,860 "," 2,993 ", 330 ," 95,649,710 "," 2,809 ", 377 ," 143,790,250 "," 3,043 ", 399 ," 126,864,780 "," 3,239 ", 488 ," 232,754,200 "," 3,918 ", 527 ,,,
울산,울산중구,남,90~99세," 1,134,050 ", 58 , 10 , - , - , - , - , - , - ," 1,073,960 ", 66 , 15 ," 3,118,760 ", 44 , 11 ,,,
울산,울산중구,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산중구,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산중구,여,10~19세," 11,083,000 ", 162 , 29 ," 7,467,690 ", 129 , 26 ," 3,494,320 ", 92 , 20 ," 9,202,960 ", 113 , 21 ," 4,848,410 ", 84 , 22 ,,,
울산,울산중구,여,20~29세," 11,823,240 ", 289 , 57 ," 17,805,070 ", 303 , 75 ," 15,108,620 ", 361 , 90 ," 39,256,330 ", 374 , 91 ," 22,283,170 ", 389 , 88 ,,,
울산,울산중구,여,30~39세," 42,825,630 "," 1,017 ", 198 ," 44,557,010 ", 982 , 190 ," 36,433,470 ", 990 , 234 ," 38,148,420 ", 929 , 227 ," 36,116,520 ", 826 , 221 ,,,
울산,울산중구,여,40~49세," 136,324,800 "," 3,876 ", 589 ," 108,112,210 "," 3,367 ", 591 ," 119,050,120 "," 3,204 ", 616 ," 112,944,820 "," 3,125 ", 622 ," 142,579,530 "," 3,209 ", 605 ,,,
울산,울산중구,여,50~59세," 329,956,010 "," 11,016 "," 1,711 "," 315,722,940 "," 10,036 "," 1,715 "," 348,341,820 "," 10,036 "," 1,784 "," 410,217,270 "," 10,213 "," 1,806 "," 373,059,790 "," 9,499 "," 1,689 ",,,
울산,울산중구,여,60~69세," 494,270,910 "," 16,364 "," 2,334 "," 488,287,600 "," 15,854 "," 2,392 "," 527,253,360 "," 16,005 "," 2,551 "," 579,130,560 "," 16,880 "," 2,729 "," 634,245,460 "," 16,945 "," 2,693 ",,,
울산,울산중구,여,70~79세," 495,553,500 "," 14,843 "," 1,787 "," 488,150,400 "," 13,743 "," 1,791 "," 377,496,480 "," 13,145 "," 1,858 "," 496,902,740 "," 13,654 "," 1,984 "," 517,302,930 "," 13,954 "," 2,013 ",,,
울산,울산중구,여,80~89세," 299,793,780 "," 6,449 ", 604 ," 180,097,730 "," 5,091 ", 667 ," 177,866,430 "," 5,137 ", 690 ," 258,642,450 "," 5,874 ", 849 ," 310,845,530 "," 6,582 ", 887 ,,,
울산,울산중구,여,90~99세," 41,472,290 ", 716 , 46 ," 54,576,450 ", 897 , 57 ," 41,310,390 ", 689 , 63 ," 25,386,340 ", 529 , 67 ," 6,788,700 ", 312 , 59 ,,,
울산,울산중구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산북구,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산북구,남,10~19세," 1,621,800 ", 50 , 14 ," 1,955,530 ", 52 , 14 ," 1,724,060 ", 51 , 16 ," 1,781,490 ", 31 , 14 ," 7,338,980 ", 98 , 23 ,,,
울산,울산북구,남,20~29세," 11,177,240 ", 235 , 48 ," 12,076,050 ", 261 , 66 ," 11,810,620 ", 247 , 53 ," 10,968,040 ", 265 , 63 ," 10,243,130 ", 231 , 68 ,,,
울산,울산북구,남,30~39세," 68,666,920 "," 1,786 ", 349 ," 63,432,170 "," 1,670 ", 348 ," 61,922,550 "," 1,473 ", 312 ," 59,037,510 "," 1,445 ", 304 ," 72,339,410 "," 1,602 ", 318 ,,,
울산,울산북구,남,40~49세," 188,634,930 "," 5,543 "," 1,072 "," 217,431,720 "," 5,894 "," 1,108 "," 219,637,180 "," 6,018 "," 1,101 "," 252,801,760 "," 6,223 "," 1,163 "," 289,161,850 "," 6,612 "," 1,181 ",,,
울산,울산북구,남,50~59세," 664,232,720 "," 14,496 "," 2,821 "," 665,065,290 "," 13,554 "," 2,681 "," 609,148,050 "," 12,672 "," 2,436 "," 604,982,560 "," 12,529 "," 2,345 "," 619,367,710 "," 12,586 "," 2,250 ",,,
울산,울산북구,남,60~69세," 295,904,850 "," 8,242 "," 1,281 "," 308,253,610 "," 8,447 "," 1,479 "," 311,355,190 "," 9,103 "," 1,617 "," 416,390,170 "," 10,295 "," 1,788 "," 470,474,880 "," 11,390 "," 1,941 ",,,
울산,울산북구,남,70~79세," 251,109,720 "," 5,258 ", 510 ," 254,968,410 "," 5,147 ", 553 ," 186,609,970 "," 4,547 ", 575 ," 183,834,550 "," 4,642 ", 657 ," 216,818,990 "," 4,847 ", 731 ,,,
울산,울산북구,남,80~89세," 112,134,460 "," 1,895 ", 123 ," 101,487,550 "," 1,742 ", 116 ," 55,882,990 "," 1,208 ", 136 ," 66,825,060 "," 1,285 ", 159 ," 82,311,060 "," 1,588 ", 170 ,,,
울산,울산북구,남,90~99세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산북구,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산북구,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산북구,여,10~19세," 1,184,420 ", 59 , 13 ," 889,310 ", 35 , 10 ," 4,359,080 ", 99 , 20 ," 1,835,690 ", 68 , 14 ," 9,475,840 ", 137 , 25 ,,,
울산,울산북구,여,20~29세," 6,144,960 ", 124 , 33 ," 10,324,540 ", 167 , 38 ," 4,500,720 ", 120 , 33 ," 7,127,380 ", 151 , 42 ," 10,776,600 ", 234 , 54 ,,,
울산,울산북구,여,30~39세," 21,602,850 ", 790 , 130 ," 22,016,760 ", 663 , 138 ," 28,452,120 ", 750 , 152 ," 21,997,570 ", 608 , 133 ," 23,980,520 ", 597 , 130 ,,,
울산,울산북구,여,40~49세," 77,199,030 "," 2,673 ", 433 ," 81,023,730 "," 2,509 ", 438 ," 94,229,420 "," 2,715 ", 474 ," 121,688,120 "," 2,951 ", 520 ," 108,740,650 "," 3,107 ", 522 ,,,
울산,울산북구,여,50~59세," 190,170,290 "," 6,600 "," 1,047 "," 204,106,470 "," 6,440 "," 1,072 "," 247,896,450 "," 6,980 "," 1,165 "," 243,794,010 "," 6,961 "," 1,175 "," 274,230,950 "," 7,252 "," 1,210 ",,,
울산,울산북구,여,60~69세," 165,301,700 "," 5,291 ", 858 ," 182,226,570 "," 5,612 ", 957 ," 246,027,160 "," 6,856 "," 1,124 "," 279,061,620 "," 7,540 "," 1,217 "," 295,651,160 "," 7,789 "," 1,286 ",,,
울산,울산북구,여,70~79세," 268,379,900 "," 6,394 ", 720 ," 233,345,680 "," 5,431 ", 663 ," 179,915,030 "," 4,765 ", 709 ," 207,863,660 "," 5,278 ", 780 ," 260,413,560 "," 5,465 ", 807 ,,,
울산,울산북구,여,80~89세," 240,534,330 "," 4,206 ", 351 ," 253,473,420 "," 4,162 ", 336 ," 124,345,750 "," 2,956 ", 328 ," 176,141,470 "," 3,298 ", 403 ," 213,261,990 "," 3,802 ", 420 ,,,
울산,울산북구,여,90~99세," 90,986,160 "," 1,239 ", 23 ," 44,171,220 ", 559 , 22 ," 13,064,070 ", 253 , 21 ," 15,297,820 ", 308 , 29 ," 26,542,770 ", 428 , 35 ,,,
울산,울산북구,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산울주군,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산울주군,남,10~19세, - , - , - ," 1,913,730 ", 41 , 13 ," 3,226,780 ", 52 , 16 ," 1,097,190 ", 34 , 12 ," 1,325,200 ", 38 , 14 ,,,
울산,울산울주군,남,20~29세," 8,185,680 ", 208 , 42 ," 6,739,200 ", 209 , 48 ," 9,739,350 ", 254 , 65 ," 6,622,210 ", 225 , 61 ," 12,014,210 ", 276 , 70 ,,,
울산,울산울주군,남,30~39세," 33,325,780 "," 1,191 ", 220 ," 47,467,930 "," 1,338 ", 231 ," 40,529,970 "," 1,317 ", 234 ," 44,423,610 "," 1,333 ", 274 ," 43,449,660 "," 1,301 ", 288 ,,,
울산,울산울주군,남,40~49세," 137,164,680 "," 5,167 ", 852 ," 154,966,170 "," 5,474 ", 886 ," 154,600,960 "," 5,350 ", 912 ," 163,352,390 "," 5,514 ", 979 ," 172,305,870 "," 5,435 ", 979 ,,,
울산,울산울주군,남,50~59세," 305,888,720 "," 11,355 "," 1,758 "," 296,388,110 "," 11,067 "," 1,763 "," 311,876,000 "," 11,279 "," 1,838 "," 331,858,230 "," 11,778 "," 1,969 "," 327,413,700 "," 11,339 "," 1,988 ",,,
울산,울산울주군,남,60~69세," 270,115,690 "," 10,532 "," 1,558 "," 333,664,030 "," 11,492 "," 1,672 "," 374,228,070 "," 12,569 "," 1,836 "," 337,515,820 "," 12,680 "," 2,087 "," 375,201,350 "," 13,700 "," 2,290 ",,,
울산,울산울주군,남,70~79세," 186,241,230 "," 6,814 ", 794 ," 181,764,160 "," 6,584 ", 870 ," 225,445,840 "," 6,800 ", 924 ," 180,715,610 "," 6,491 ", 939 ," 224,620,190 "," 7,077 "," 1,015 ",,,
울산,울산울주군,남,80~89세," 65,361,690 "," 2,125 ", 232 ," 101,195,340 "," 2,387 ", 256 ," 74,319,970 "," 2,422 ", 286 ," 111,381,680 "," 2,973 ", 334 ," 128,471,470 "," 3,195 ", 370 ,,,
울산,울산울주군,남,90~99세," 7,888,630 ", 127 , 16 ," 8,863,450 ", 142 , 12 ," 1,087,010 ", 64 , 13 ," 9,494,830 ", 185 , 20 ," 2,221,460 ", 96 , 13 ,,,
울산,울산울주군,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산울주군,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
울산,울산울주군,여,10~19세, - , - , - , - , - , - ," 898,510 ", 30 , 14 ," 1,300,290 ", 37 , 15 ," 1,797,440 ", 39 , 15 ,,,
울산,울산울주군,여,20~29세," 3,877,440 ", 97 , 20 ," 2,087,710 ", 93 , 18 ," 3,825,320 ", 128 , 27 ," 3,361,720 ", 96 , 22 ," 3,209,200 ", 85 , 23 ,,,
울산,울산울주군,여,30~39세," 15,083,480 ", 529 , 83 ," 20,483,740 ", 606 , 111 ," 15,118,920 ", 568 , 106 ," 15,472,060 ", 547 , 102 ," 14,747,040 ", 518 , 109 ,,,
울산,울산울주군,여,40~49세," 55,256,550 "," 1,940 ", 321 ," 59,534,660 "," 1,960 ", 331 ," 60,356,390 "," 2,013 ", 331 ," 62,716,010 "," 2,071 ", 365 ," 60,444,200 "," 2,020 ", 361 ,,,
울산,울산울주군,여,50~59세," 164,532,630 "," 5,876 ", 810 ," 167,598,520 "," 6,120 ", 895 ," 164,521,660 "," 6,215 ", 963 ," 180,680,240 "," 6,331 "," 1,010 "," 183,760,450 "," 6,438 "," 1,034 ",,,
울산,울산울주군,여,60~69세," 199,938,310 "," 8,068 "," 1,101 "," 234,146,100 "," 8,471 "," 1,196 "," 243,850,820 "," 8,968 "," 1,342 "," 265,579,170 "," 9,300 "," 1,495 "," 266,796,540 "," 9,188 "," 1,543 ",,,
울산,울산울주군,여,70~79세," 319,275,740 "," 9,356 ", 997 ," 242,502,180 "," 8,209 "," 1,045 "," 259,593,860 "," 8,330 "," 1,083 "," 309,039,970 "," 8,927 "," 1,156 "," 286,944,950 "," 8,865 "," 1,226 ",,,
울산,울산울주군,여,80~89세," 322,880,200 "," 6,316 ", 475 ," 207,607,580 "," 4,943 ", 510 ," 215,591,320 "," 5,115 ", 551 ," 228,833,110 "," 5,535 ", 675 ," 269,956,160 "," 6,002 ", 726 ,,,
울산,울산울주군,여,90~99세," 56,303,960 ", 831 , 43 ," 51,502,280 ", 706 , 57 ," 48,281,510 ", 780 , 60 ," 23,614,810 ", 493 , 69 ," 36,280,290 ", 674 , 88 ,,,
울산,울산울주군,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,가평군,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,가평군,남,10~19세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,가평군,남,20~29세," 3,978,320 ", 86 , 11 ," 2,398,840 ", 69 , 14 ," 6,493,190 ", 122 , 20 ," 3,576,610 ", 108 , 18 ," 2,658,940 ", 93 , 26 ,,,
경기,가평군,남,30~39세," 8,781,250 ", 256 , 54 ," 19,532,990 ", 379 , 60 ," 8,957,820 ", 269 , 59 ," 9,359,710 ", 346 , 58 ," 12,509,210 ", 346 , 65 ,,,
경기,가평군,남,40~49세," 41,530,670 "," 1,472 ", 264 ," 36,908,740 "," 1,351 ", 254 ," 44,136,560 "," 1,350 ", 240 ," 51,007,380 "," 1,413 ", 252 ," 42,264,010 "," 1,228 ", 245 ,,,
경기,가평군,남,50~59세," 105,348,690 "," 4,345 ", 705 ," 109,779,130 "," 4,271 ", 716 ," 103,845,530 "," 3,853 ", 675 ," 111,767,340 "," 3,895 ", 704 ," 116,055,850 "," 3,856 ", 688 ,,,
경기,가평군,남,60~69세," 136,603,410 "," 5,574 ", 813 ," 155,637,700 "," 5,963 ", 860 ," 171,547,080 "," 6,192 ", 899 ," 196,278,440 "," 6,434 "," 1,003 "," 205,175,490 "," 6,593 "," 1,042 ",,,
경기,가평군,남,70~79세," 99,215,810 "," 4,603 ", 585 ," 92,333,120 "," 4,197 ", 572 ," 96,058,300 "," 4,363 ", 551 ," 115,034,790 "," 4,285 ", 588 ," 128,143,230 "," 4,691 ", 634 ,,,
경기,가평군,남,80~89세," 31,728,870 "," 1,499 ", 208 ," 37,282,050 "," 1,668 ", 244 ," 37,540,360 "," 1,693 ", 259 ," 53,205,250 "," 2,044 ", 288 ," 55,714,910 "," 2,110 ", 318 ,,,
경기,가평군,남,90~99세," 2,790,810 ", 79 , 12 ," 803,560 ", 56 , 11 ," 1,647,890 ", 73 , 14 ," 1,490,930 ", 45 , 12 ," 1,206,170 ", 46 , 10 ,,,
경기,가평군,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,가평군,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,가평군,여,10~19세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,가평군,여,20~29세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,가평군,여,30~39세," 3,302,480 ", 107 , 26 ," 2,342,230 ", 108 , 22 ," 2,019,970 ", 69 , 17 ," 3,900,520 ", 119 , 24 ," 3,689,580 ", 132 , 25 ,,,
경기,가평군,여,40~49세," 25,912,630 ", 592 , 87 ," 11,659,780 ", 384 , 67 ," 11,574,040 ", 410 , 80 ," 12,160,690 ", 494 , 82 ," 12,769,440 ", 415 , 83 ,,,
경기,가평군,여,50~59세," 65,857,660 "," 2,479 ", 382 ," 73,490,480 "," 2,423 ", 380 ," 75,152,770 "," 2,246 ", 346 ," 63,608,880 "," 2,155 ", 363 ," 63,903,160 "," 2,087 ", 344 ,,,
경기,가평군,여,60~69세," 95,841,640 "," 3,804 ", 579 ," 121,281,880 "," 4,076 ", 625 ," 132,666,280 "," 4,503 ", 682 ," 137,488,450 "," 4,585 ", 721 ," 155,402,850 "," 4,978 ", 790 ,,,
경기,가평군,여,70~79세," 122,278,710 "," 4,956 ", 671 ," 120,447,610 "," 4,694 ", 625 ," 110,141,430 "," 4,391 ", 599 ," 106,392,130 "," 4,300 ", 623 ," 136,361,160 "," 4,549 ", 624 ,,,
경기,가평군,여,80~89세," 62,984,810 "," 2,591 ", 365 ," 60,917,890 "," 2,495 ", 387 ," 73,948,500 "," 2,616 ", 376 ," 79,467,680 "," 2,865 ", 425 ," 84,189,320 "," 3,189 ", 445 ,,,
경기,가평군,여,90~99세," 5,002,030 ", 247 , 37 ," 4,475,240 ", 214 , 41 ," 2,174,560 ", 116 , 23 ," 6,432,110 ", 172 , 28 ," 7,340,340 ", 205 , 36 ,,,
경기,가평군,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,양평군,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,양평군,남,10~19세, - , - , - , - , - , - ," 1,192,730 ", 38 , 11 ," 370,240 ", 17 , 10 , - , - , - ,,,
경기,양평군,남,20~29세," 1,178,600 ", 45 , 15 ," 1,216,990 ", 14 , 13 ," 1,201,920 ", 27 , 14 ," 3,346,950 ", 79 , 18 ," 1,659,590 ", 48 , 17 ,,,
경기,양평군,남,30~39세," 12,356,890 ", 436 , 98 ," 13,467,250 ", 434 , 87 ," 13,163,790 ", 381 , 101 ," 10,116,870 ", 293 , 81 ," 12,043,950 ", 328 , 82 ,,,
경기,양평군,남,40~49세," 58,138,260 "," 2,045 ", 399 ," 60,932,800 "," 2,030 ", 395 ," 59,022,510 "," 1,977 ", 420 ," 64,433,410 "," 1,876 ", 396 ," 63,017,280 "," 1,725 ", 412 ,,,
경기,양평군,남,50~59세," 134,691,820 "," 5,414 ", 973 ," 178,478,080 "," 5,623 ", 987 ," 150,884,830 "," 5,280 "," 1,002 "," 157,447,400 "," 5,303 "," 1,023 "," 161,423,360 "," 5,093 "," 1,010 ",,,
경기,양평군,남,60~69세," 177,432,750 "," 7,529 "," 1,306 "," 227,940,560 "," 8,288 "," 1,436 "," 253,859,540 "," 8,805 "," 1,558 "," 283,646,180 "," 9,257 "," 1,670 "," 280,937,940 "," 8,993 "," 1,716 ",,,
경기,양평군,남,70~79세," 173,379,390 "," 6,447 "," 1,011 "," 203,819,850 "," 6,628 "," 1,070 "," 171,796,490 "," 6,262 "," 1,082 "," 194,813,790 "," 6,511 "," 1,145 "," 180,458,590 "," 6,436 "," 1,236 ",,,
경기,양평군,남,80~89세," 56,592,120 "," 2,049 ", 329 ," 78,256,030 "," 2,445 ", 370 ," 62,734,770 "," 2,337 ", 401 ," 63,514,180 "," 2,465 ", 447 ," 90,006,600 "," 2,945 ", 521 ,,,
경기,양평군,남,90~99세," 3,268,860 ", 211 , 29 ," 3,056,570 ", 213 , 32 ," 7,128,130 ", 219 , 29 ," 2,628,840 ", 157 , 27 ," 3,722,470 ", 210 , 36 ,,,
경기,양평군,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,양평군,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,양평군,여,10~19세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,양평군,여,20~29세," 1,907,040 ", 62 , 17 ," 1,202,670 ", 35 , 10 ," 1,541,090 ", 49 , 13 ," 2,033,160 ", 57 , 16 ," 1,132,040 ", 39 , 13 ,,,
경기,양평군,여,30~39세," 7,723,940 ", 297 , 62 ," 8,415,850 ", 287 , 56 ," 6,855,670 ", 273 , 49 ," 5,759,310 ", 176 , 46 ," 5,849,500 ", 176 , 46 ,,,
경기,양평군,여,40~49세," 23,748,640 ", 914 , 177 ," 23,284,820 ", 908 , 163 ," 24,316,470 ", 832 , 186 ," 27,213,790 ", 886 , 174 ," 24,962,140 ", 807 , 182 ,,,
경기,양평군,여,50~59세," 80,082,040 "," 3,272 ", 584 ," 88,340,700 "," 3,196 ", 607 ," 106,004,770 "," 3,297 ", 632 ," 109,119,250 "," 3,137 ", 607 ," 97,233,380 "," 2,936 ", 597 ,,,
경기,양평군,여,60~69세," 153,993,970 "," 5,926 "," 1,040 "," 165,366,030 "," 6,323 "," 1,135 "," 183,180,940 "," 6,665 "," 1,229 "," 208,405,200 "," 6,803 "," 1,276 "," 208,631,630 "," 6,694 "," 1,298 ",,,
경기,양평군,여,70~79세," 174,684,120 "," 6,946 "," 1,112 "," 216,237,340 "," 7,100 "," 1,136 "," 187,124,860 "," 6,682 "," 1,166 "," 187,011,750 "," 6,496 "," 1,165 "," 178,319,630 "," 6,167 "," 1,164 ",,,
경기,양평군,여,80~89세," 104,113,000 "," 4,137 ", 570 ," 136,280,050 "," 4,491 ", 645 ," 178,805,160 "," 5,153 ", 731 ," 165,491,280 "," 5,183 ", 781 ," 164,588,630 "," 4,917 ", 805 ,,,
경기,양평군,여,90~99세," 7,023,040 ", 473 , 71 ," 13,408,250 ", 599 , 69 ," 14,758,730 ", 590 , 83 ," 65,291,390 "," 1,220 ", 89 ," 12,449,340 ", 554 , 98 ,,,
경기,양평군,여,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,연천군,남,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,연천군,남,10~19세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,연천군,남,20~29세, - , - , - , - , - , - , - , - , - ," 2,231,940 ", 51 , 17 ," 3,662,230 ", 80 , 11 ,,,
경기,연천군,남,30~39세," 4,117,360 ", 190 , 42 ," 4,346,020 ", 166 , 32 ," 4,339,780 ", 175 , 37 ," 3,764,760 ", 173 , 35 ," 3,170,050 ", 132 , 32 ,,,
경기,연천군,남,40~49세," 7,869,240 ", 398 , 91 ," 10,254,480 ", 455 , 102 ," 8,878,220 ", 396 , 98 ," 10,955,100 ", 453 , 106 ," 11,836,540 ", 429 , 107 ,,,
경기,연천군,남,50~59세," 31,252,680 "," 1,469 ", 314 ," 28,367,660 "," 1,353 ", 265 ," 30,423,670 "," 1,292 ", 282 ," 29,768,760 "," 1,356 ", 289 ," 33,008,380 "," 1,341 ", 288 ,,,
경기,연천군,남,60~69세," 37,152,330 "," 1,796 ", 367 ," 41,863,830 "," 1,885 ", 364 ," 57,501,990 "," 2,351 ", 423 ," 57,717,280 "," 2,229 ", 473 ," 73,170,960 "," 2,430 ", 456 ,,,
경기,연천군,남,70~79세," 28,029,100 "," 1,288 ", 242 ," 30,641,290 "," 1,320 ", 226 ," 31,343,760 "," 1,337 ", 258 ," 35,889,210 "," 1,251 ", 264 ," 40,484,790 "," 1,339 ", 281 ,,,
경기,연천군,남,80~89세," 27,482,600 ", 750 , 92 ," 30,878,820 ", 753 , 88 ," 28,604,210 ", 726 , 99 ," 19,896,100 ", 676 , 126 ," 24,454,180 ", 694 , 138 ,,,
경기,연천군,남,90~99세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,연천군,남,100세 이상, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,연천군,여,0~9세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,연천군,여,10~19세, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,
경기,연천군,여,20~29세, - , - , - , - , - , - , - , - , - , - , - , - ," 1,627,220 ", 49 , 11 ,,,
경기,연천군,여,30~39세," 2,111,060 ", 76 , 12 ," 1,049,530 ", 57 , 11 ," 1,754,570 ", 63 , 16 ," 1,497,680 ", 53 , 17 ," 2,428,950 ", 69 , 21 ,,,
경기,연천군,여,40~49세," 7,962,770 ", 349 , 72 ," 6,795,790 ", 307 , 63 ," 6,165,920 ", 264 , 57 ," 6,304,930 ", 284 , 54 ," 7,197,350 ", 265 , 58 ,,,
경기,연천군,여,50~59세," 23,140,920 "," 1,098 ", 193 ," 24,070,360 "," 1,100 ", 202 ," 24,159,910 "," 1,049 ", 204 ," 22,821,030 ", 993 , 198 ," 23,565,450 ", 898 , 179 ,,,
경기,연천군,여,60~69세," 31,660,430 "," 1,523 ", 279 ," 33,292,860 "," 1,565 ", 292 ," 37,028,210 "," 1,649 ", 309 ," 42,968,570 "," 1,751 ", 363 ," 51,354,330 "," 1,873 ", 377 ,,,
경기,연천군,여,70~79세," 50,595,460 "," 2,299 ", 400 ," 47,336,910 "," 2,229 ", 388 ," 47,293,550 "," 2,036 ", 356 ," 42,670,600 "," 1,827 ", 351 ," 41,789,000 "," 1,680 ", 324 ,,,
